answer_llm,answer_org,document,question,city,id
"Based on the provided **CONTEXT**, the entertainment sometimes available at **The Nag's Head Scottish Pub before midnight** is:

**Live music concerts.**","On Via Nazionale there's a huge and beautiful pub called The Flann o'Brien [dead link] , one of the biggest in Rome. On the same street near Piazza Venezia there is another cluster of pubs including The Nag's Head Scottish Pub . After 22.00 it's very expensive as it becomes more like a disco. Entrance with first drink costs €13 and drinks cost €8. Before midnight they sometimes host live music concerts. In the same area, at the beginning of Via Vittorio Emanuele II you can find The Scholar's Lounge Irish pub with nice music. This is definitely worth a look but there is no room to dance. During winter American colleges students residents in Rome end up their highly alcoholic nights here.
Also nearby there's the Trinity College Irish Pub . Drinks are quite expensive there.",f05c65ba,What kind of entertainment is sometimes available at The Nag's Head Scottish Pub before midnight?,Rome,f05c65ba
"Based on the **CONTEXT**, the Irish pub in the area known for having **no room to dance** is:

**The Scholar's Lounge Irish Pub** (located at the beginning of Via Vittorio Emanuele II). The context explicitly states:
*""This is definitely worth a look but there is no room to dance.""*","On Via Nazionale there's a huge and beautiful pub called The Flann o'Brien [dead link] , one of the biggest in Rome. On the same street near Piazza Venezia there is another cluster of pubs including The Nag's Head Scottish Pub . After 22.00 it's very expensive as it becomes more like a disco. Entrance with first drink costs €13 and drinks cost €8. Before midnight they sometimes host live music concerts. In the same area, at the beginning of Via Vittorio Emanuele II you can find The Scholar's Lounge Irish pub with nice music. This is definitely worth a look but there is no room to dance. During winter American colleges students residents in Rome end up their highly alcoholic nights here.
Also nearby there's the Trinity College Irish Pub . Drinks are quite expensive there.",f05c65ba,Which Irish pub in the area is known for having no room to dance?,Rome,f05c65ba
"Based on the **CONTEXT**, the group of people who frequently visit **The Scholar's Lounge Irish pub during winter** are:

**American college students residing in Rome**, who often end their ""highly alcoholic nights"" there.","On Via Nazionale there's a huge and beautiful pub called The Flann o'Brien [dead link] , one of the biggest in Rome. On the same street near Piazza Venezia there is another cluster of pubs including The Nag's Head Scottish Pub . After 22.00 it's very expensive as it becomes more like a disco. Entrance with first drink costs €13 and drinks cost €8. Before midnight they sometimes host live music concerts. In the same area, at the beginning of Via Vittorio Emanuele II you can find The Scholar's Lounge Irish pub with nice music. This is definitely worth a look but there is no room to dance. During winter American colleges students residents in Rome end up their highly alcoholic nights here.
Also nearby there's the Trinity College Irish Pub . Drinks are quite expensive there.",f05c65ba,Which group of people frequently visit The Scholar's Lounge Irish pub during winter?,Rome,f05c65ba
"The phone number for the official tourist help line in Rome is **039.039.039**. It is available from Monday to Sunday, from 9:00 to 22:00, in seven languages.","On anything  else you may  need for  your Rome holiday, you can contact  the official help line of the Minister of Tourism 039.039.039. From Monday to Sunday, from 9.00 to 22.00, in seven languages seven days a week.",567ea7da,What is the phone number for the official tourist help line in Rome?,Rome,567ea7da
"The **Rome tourist help line (039.039.039)** is available **from Monday to Sunday**, **7 days a week**, from **9:00 to 22:00**.","On anything  else you may  need for  your Rome holiday, you can contact  the official help line of the Minister of Tourism 039.039.039. From Monday to Sunday, from 9.00 to 22.00, in seven languages seven days a week.",567ea7da,During what days of the week is the Rome tourist help line available?,Rome,567ea7da
"The operating hours of the Rome tourist help line are **from Monday to Sunday, from 9:00 to 22:00**.","On anything  else you may  need for  your Rome holiday, you can contact  the official help line of the Minister of Tourism 039.039.039. From Monday to Sunday, from 9.00 to 22.00, in seven languages seven days a week.",567ea7da,What are the operating hours of the Rome tourist help line?,Rome,567ea7da
"The Rome tourist help line can accommodate **seven languages**. It operates from Monday to Sunday, 9:00 to 22:00.","On anything  else you may  need for  your Rome holiday, you can contact  the official help line of the Minister of Tourism 039.039.039. From Monday to Sunday, from 9.00 to 22.00, in seven languages seven days a week.",567ea7da,How many languages can the Rome tourist help line accommodate?,Rome,567ea7da
"Based on the **CONTEXT**, the **Rome tourist help line (039.039.039)** is **open on weekends**.

It operates **from Monday to Sunday, 9:00 AM to 10:00 PM**, in seven languages.","On anything  else you may  need for  your Rome holiday, you can contact  the official help line of the Minister of Tourism 039.039.039. From Monday to Sunday, from 9.00 to 22.00, in seven languages seven days a week.",567ea7da,Is the Rome tourist help line open on weekends?,Rome,567ea7da
"The district across the River Tiber known for its nightlife and dining options is **Trastevere**. It is described as a lively area with many places to eat and drink, crowded streets at night, and a vibrant atmosphere, especially in summer when temporary bars are set up on Isola Tiberina. It is also considered the center of Rome's artistic life.","On the other side of the River Tiber (Tevere) is Trastevere district where there are many places to eat and drink. This is also a good place where to enjoy a walk in crowded streets at night. In summer time on Isola Tiberina , the island in the Tiber, temporary bar are built and there are all sorts of things to do.",1698af3c,Which district across the River Tiber is known for its nightlife and dining options?,Rome,1698af3c
"Based on the **CONTEXT**, here are the activities you can enjoy while exploring the streets of **Trastevere at night**:

1. **Enjoying a walk in the crowded streets** – Trastevere is lively at night, making it a great place for an evening stroll.
2. **Dining and drinking** – The district has many restaurants and bars, including those around **Piazza Santa Maria in Trastevere**, where you can watch street entertainers or relax by the fountain.
3. **Visiting Piazza Santa Maria in Trastevere** – A vibrant square with restaurants, bars, and street performers, perfect for people-watching.
4. **Exploring the artistic atmosphere** – Trastevere is considered the center of Rome’s artistic life, with narrow cobbled streets and plazas that inspire creativity.
5. **(Seasonal) Summer activities on Isola Tiberina** – In summer, temporary bars and events are set up on the island in the Tiber River, offering additional nighttime entertainment.","On the other side of the River Tiber (Tevere) is Trastevere district where there are many places to eat and drink. This is also a good place where to enjoy a walk in crowded streets at night. In summer time on Isola Tiberina , the island in the Tiber, temporary bar are built and there are all sorts of things to do.",1698af3c,What activity can be enjoyed while exploring the streets of Trastevere at night?,Rome,1698af3c
Temporary bars are set up on **Isola Tiberina during the summer**.,"On the other side of the River Tiber (Tevere) is Trastevere district where there are many places to eat and drink. This is also a good place where to enjoy a walk in crowded streets at night. In summer time on Isola Tiberina , the island in the Tiber, temporary bar are built and there are all sorts of things to do.",1698af3c,During which season are temporary bars set up on Isola Tiberina?,Rome,1698af3c
"Based on the provided **CONTEXT**, the only relevant answer to the question is:

**Temporary bars** are constructed on **Isola Tiberina** during the summer.","On the other side of the River Tiber (Tevere) is Trastevere district where there are many places to eat and drink. This is also a good place where to enjoy a walk in crowded streets at night. In summer time on Isola Tiberina , the island in the Tiber, temporary bar are built and there are all sorts of things to do.",1698af3c,What type of establishments are constructed on Isola Tiberina during the summer?,Rome,1698af3c
The island in the Tiber River that hosts various activities and temporary bars during summer is **Isola Tiberina**.,"On the other side of the River Tiber (Tevere) is Trastevere district where there are many places to eat and drink. This is also a good place where to enjoy a walk in crowded streets at night. In summer time on Isola Tiberina , the island in the Tiber, temporary bar are built and there are all sorts of things to do.",1698af3c,Which island in the Tiber River hosts various activities and temporary bars during summer?,Rome,1698af3c
The famous square located across the river in the Vatican is **St. Peter's Square**.,"On the other side of the river is, of course, the magnificent square of St Peter's at the Vatican . Further south, in Trastevere is Piazza Santa Maria in Trastevere , a great place to watch the world go by, either from one of the restaurants or bars that line two sides of the square or, if that is too expensive, from the steps of the central fountain. The square attracts many street entertainers.",d4e0c579,Which famous square is located across the river in the Vatican?,Rome,d4e0c579
The name of the square in Trastevere where you can enjoy street entertainers is **Piazza Santa Maria in Trastevere**.,"On the other side of the river is, of course, the magnificent square of St Peter's at the Vatican . Further south, in Trastevere is Piazza Santa Maria in Trastevere , a great place to watch the world go by, either from one of the restaurants or bars that line two sides of the square or, if that is too expensive, from the steps of the central fountain. The square attracts many street entertainers.",d4e0c579,What is the name of the square in Trastevere where you can enjoy street entertainers?,Rome,d4e0c579
"Based on the **CONTEXT**, the two main ways to enjoy **Piazza Santa Maria in Trastevere** are:

1. **From one of the restaurants or bars** that line two sides of the square.
2. **From the steps of the central fountain**, which is a more budget-friendly option.","On the other side of the river is, of course, the magnificent square of St Peter's at the Vatican . Further south, in Trastevere is Piazza Santa Maria in Trastevere , a great place to watch the world go by, either from one of the restaurants or bars that line two sides of the square or, if that is too expensive, from the steps of the central fountain. The square attracts many street entertainers.",d4e0c579,What are the two main ways to enjoy the Piazza Santa Maria in Trastevere?,Rome,d4e0c579
"Based on the **CONTEXT**, if you want to save money while enjoying **Piazza Santa Maria in Trastevere**, you can sit on **the steps of the central fountain** in the square. This is a free alternative to the restaurants and bars that line the square.","On the other side of the river is, of course, the magnificent square of St Peter's at the Vatican . Further south, in Trastevere is Piazza Santa Maria in Trastevere , a great place to watch the world go by, either from one of the restaurants or bars that line two sides of the square or, if that is too expensive, from the steps of the central fountain. The square attracts many street entertainers.",d4e0c579,"If I want to save money, where can I sit and enjoy the Piazza Santa Maria in Trastevere?",Rome,d4e0c579
"Based on the provided **CONTEXT**, the only relevant information about performers in **Piazza Santa Maria in Trastevere** is:

**""The square attracts many street entertainers.""**

No specific types of performers (e.g., musicians, magicians, dancers) are mentioned in the given data.","On the other side of the river is, of course, the magnificent square of St Peter's at the Vatican . Further south, in Trastevere is Piazza Santa Maria in Trastevere , a great place to watch the world go by, either from one of the restaurants or bars that line two sides of the square or, if that is too expensive, from the steps of the central fountain. The square attracts many street entertainers.",d4e0c579,What kind of performers can be found in the Piazza Santa Maria in Trastevere?,Rome,d4e0c579
"Based on the **CONTEXT**, the garden popular among gay travellers on **Friday nights in Rome** is:

**Giardino delle Rose** (via Casilina Vecchia 1) – a luxurious garden with open-air bars and tables.","One of the places to be on Friday nights is Giardino delle Rose in via Casilina Vecchia 1 (rather central but reachable only by taxi): a luxurious garden with open-air  bars and tables.
Two large discos are Mucca Assassina in via del Gazometro and Classico in via Ostiense.
During the week the main meeting place after dinner is Coming Out (a bar right in front of the Colosseum) where crowds of gay Romans and tourists gather in and outside, all year round but overwhelmingly crowded during the summer or late-night clubs such as Hangar in Via in Selci (Metro Line A, get off at Manzoni station). The best sauna (open 24 hours during week ends) is Europa Multiclub in via Aureliana (behind Piazza Esedra, Metro Line A Repubblica station).
A meeting spot for gays day and (especially) night is Monte Caprino , the park on the Palatine hill behind the City Hall (Piazza Venezia) with spectacular views over the temples and ruins of ancient Rome.",fb610724,Which garden is popular among gay travellers on Friday nights in Rome?,Rome,fb610724
"The two large discos mentioned for gay travellers in Rome are:

- **Mucca Assassina** (in via del Gazometro)
- **Classico** (in via Ostiense)","One of the places to be on Friday nights is Giardino delle Rose in via Casilina Vecchia 1 (rather central but reachable only by taxi): a luxurious garden with open-air  bars and tables.
Two large discos are Mucca Assassina in via del Gazometro and Classico in via Ostiense.
During the week the main meeting place after dinner is Coming Out (a bar right in front of the Colosseum) where crowds of gay Romans and tourists gather in and outside, all year round but overwhelmingly crowded during the summer or late-night clubs such as Hangar in Via in Selci (Metro Line A, get off at Manzoni station). The best sauna (open 24 hours during week ends) is Europa Multiclub in via Aureliana (behind Piazza Esedra, Metro Line A Repubblica station).
A meeting spot for gays day and (especially) night is Monte Caprino , the park on the Palatine hill behind the City Hall (Piazza Venezia) with spectacular views over the temples and ruins of ancient Rome.",fb610724,What are the two large discos mentioned for gay travellers in Rome?,Rome,fb610724
"Based on the **CONTEXT**, the **main meeting place for gay travellers after dinner in Rome** is:

**Coming Out** – a bar right in front of the Colosseum, where crowds of gay Romans and tourists gather both inside and outside **all year round**, though it is **overwhelmingly crowded during summer**. Other late-night options include **Hangar** (Via in Selci, near Manzoni Metro station).

For weekends, **Testaccio** is a popular area for after-dinner partying (arrive around 23:00 via Metro B, Piramide station), while **Giardino delle Rose** (Friday nights) and **Mucca Assassina/Classico** (large discos) are also notable. **Monte Caprino** (Palatine Hill) is a 24/7 meeting spot with scenic views.","One of the places to be on Friday nights is Giardino delle Rose in via Casilina Vecchia 1 (rather central but reachable only by taxi): a luxurious garden with open-air  bars and tables.
Two large discos are Mucca Assassina in via del Gazometro and Classico in via Ostiense.
During the week the main meeting place after dinner is Coming Out (a bar right in front of the Colosseum) where crowds of gay Romans and tourists gather in and outside, all year round but overwhelmingly crowded during the summer or late-night clubs such as Hangar in Via in Selci (Metro Line A, get off at Manzoni station). The best sauna (open 24 hours during week ends) is Europa Multiclub in via Aureliana (behind Piazza Esedra, Metro Line A Repubblica station).
A meeting spot for gays day and (especially) night is Monte Caprino , the park on the Palatine hill behind the City Hall (Piazza Venezia) with spectacular views over the temples and ruins of ancient Rome.",fb610724,What is the main meeting place for gay travellers after dinner in Rome?,Rome,fb610724
"The sauna noted for being open **24 hours during weekends in Rome** is **Europa Multiclub**, located in **via Aureliana** (behind Piazza Esedra, near Metro Line A Repubblica station).","One of the places to be on Friday nights is Giardino delle Rose in via Casilina Vecchia 1 (rather central but reachable only by taxi): a luxurious garden with open-air  bars and tables.
Two large discos are Mucca Assassina in via del Gazometro and Classico in via Ostiense.
During the week the main meeting place after dinner is Coming Out (a bar right in front of the Colosseum) where crowds of gay Romans and tourists gather in and outside, all year round but overwhelmingly crowded during the summer or late-night clubs such as Hangar in Via in Selci (Metro Line A, get off at Manzoni station). The best sauna (open 24 hours during week ends) is Europa Multiclub in via Aureliana (behind Piazza Esedra, Metro Line A Repubblica station).
A meeting spot for gays day and (especially) night is Monte Caprino , the park on the Palatine hill behind the City Hall (Piazza Venezia) with spectacular views over the temples and ruins of ancient Rome.",fb610724,Which sauna is noted for being open 24 hours during weekends in Rome?,Rome,fb610724
"The gay meeting spot on the Palatine Hill in Rome that offers spectacular views is **Monte Caprino**, the park on the Palatine Hill behind the City Hall (Piazza Venezia). It is known for its stunning views over the temples and ruins of ancient Rome.","One of the places to be on Friday nights is Giardino delle Rose in via Casilina Vecchia 1 (rather central but reachable only by taxi): a luxurious garden with open-air  bars and tables.
Two large discos are Mucca Assassina in via del Gazometro and Classico in via Ostiense.
During the week the main meeting place after dinner is Coming Out (a bar right in front of the Colosseum) where crowds of gay Romans and tourists gather in and outside, all year round but overwhelmingly crowded during the summer or late-night clubs such as Hangar in Via in Selci (Metro Line A, get off at Manzoni station). The best sauna (open 24 hours during week ends) is Europa Multiclub in via Aureliana (behind Piazza Esedra, Metro Line A Repubblica station).
A meeting spot for gays day and (especially) night is Monte Caprino , the park on the Palatine hill behind the City Hall (Piazza Venezia) with spectacular views over the temples and ruins of ancient Rome.",fb610724,What is the gay meeting spot on the Palatine hill in Rome that offers spectacular views?,Rome,fb610724
"Based on the provided **CONTEXT**, the ancient sites found in the **outskirts of Rome** include:

1. **Sections of the Aurelian Wall** – Lengthy portions of this 3rd-century AD defensive wall remain in good condition around the outskirts of Rome’s center.
2. **Servian Wall remnants** – Small sections of this older wall (4th century BC) can still be seen near **Termini railway station** and on the **Aventine Hill**, though most of it lies closer to the historic center.",Ostia Rome's beach resort and the impressive ruins of Ancient Rome's harbour (Municipio X).,559bc1a7,Which ancient sites can be found in the outskirts of Rome?,Rome,559bc1a7
The district that contains **Ostia** is called **Municipio X**.,Ostia Rome's beach resort and the impressive ruins of Ancient Rome's harbour (Municipio X).,559bc1a7,What is the district called that contains Ostia?,Rome,559bc1a7
"Based on the provided **CONTEXT**, Ostia is:

- **Rome's beach resort** and the location of the **impressive ruins of Ancient Rome's harbor** (Municipio X).
- A **summer destination** where nightlife and club scenes move from Rome, particularly for dancing (e.g., clubs like *Gilda on the Beach*).
- Located **45 minutes by car from Rome**, near the seaside, along with **Fregene**.",Ostia Rome's beach resort and the impressive ruins of Ancient Rome's harbour (Municipio X).,559bc1a7,What type of destination is Ostia?,Rome,559bc1a7
The notable historical feature in Ostia is **Rome's beach resort and the impressive ruins of Ancient Rome's harbor (Municipio X)**.,Ostia Rome's beach resort and the impressive ruins of Ancient Rome's harbour (Municipio X).,559bc1a7,What is the notable historical feature in Ostia?,Rome,559bc1a7
"Based on the provided **CONTEXT**, **Ostia is part of Municipio X (Municipio X)**. This is explicitly stated in the first relevant answer in the context.",Ostia Rome's beach resort and the impressive ruins of Ancient Rome's harbour (Municipio X).,559bc1a7,Which municipio is Ostia part of?,Rome,559bc1a7
"Based on the **CONTEXT**, **Panino** is an **Italian sandwich**.",Panino - Italian sandwich,37d6fdcb,What type of food is Panino?,Rome,37d6fdcb
Panino is from **Italy**.,Panino - Italian sandwich,37d6fdcb,Which country is Panino from?,Rome,37d6fdcb
"Based on the **CONTEXT**, the answer is:

**Yes, *panino* is an Italian sandwich.** This is explicitly stated in two entries:
1. *""Panino - Italian sandwich""*
2. *""Pizza a taglio... This kind of pizza is eaten with the slices stacked on top of each other like a sandwich.""* (Note: This refers to pizza, not panino, but the first entry confirms panino's definition.)",Panino - Italian sandwich,37d6fdcb,Is Panino a sandwich?,Rome,37d6fdcb
The Italian term for sandwich is **panino**.,Panino - Italian sandwich,37d6fdcb,What is the Italian term for sandwich?,Rome,37d6fdcb
"If you order a **Panino** in Rome, you can expect an **Italian sandwich**.",Panino - Italian sandwich,37d6fdcb,What kind of dish can I expect if I order Panino in Rome?,Rome,37d6fdcb
The local term for pizza by the slice in Rome is **Pizza a taglio**.,Pizza a taglio - Pizza by the slice,b8526928,What is the local term for pizza by the slice in Rome?,Rome,b8526928
"Yes, **'Pizza a taglio'** (also called **Pizza al Taglio**) is a type of pizza in Rome.

According to the context:
- It is **pizza by the slice**, typically with a **thicker crust**, baked in large pans and sold by weight (per 100g, called an *etto*).
- It is often eaten **stacked like a sandwich** and is a popular, affordable takeaway option.
- It is listed among traditional Roman foods, alongside dishes like *Cacio e Pepe* and *Supplì*.",Pizza a taglio - Pizza by the slice,b8526928,Is 'Pizza a taglio' a type of pizza in Rome?,Rome,b8526928
"Yes, you can order just a slice of pizza in Rome. It is called **""Pizza a taglio""** (pizza by the slice).

- **Pizza al Taglio** is a thicker-crust pizza baked in large pans, sold by weight (usually per 100g, called an *etto*).
- You can point to the slice you want and indicate how much you'd like.
- It is often eaten on the go or stacked like a sandwich.
- Prices are typically around **€2 per slice**, with drinks costing extra (e.g., €1.50 for soda, €1 for water).

Some places may not have seating, so it’s common to eat while walking.",Pizza a taglio - Pizza by the slice,b8526928,Can I order just a slice of pizza in Rome?,Rome,b8526928
"Based on the **CONTEXT**, the city known for its **""Pizza a taglio""** (pizza by the slice) is **Rome**. The context mentions it as a typical Roman food and provides details about how it is served and eaten in Rome.",Pizza a taglio - Pizza by the slice,b8526928,Which city is known for its 'Pizza a taglio'?,Rome,b8526928
"**""Pizza a taglio""** means **""pizza by the slice""** in English.

Additionally, based on the context:
- It refers to pizza with a thicker crust, baked in a large pan and sold by weight (usually per 100g, called an *etto*).
- It is typically eaten on the go, with slices stacked like a sandwich.
- You can point to the piece you want, and the server cuts it for you.",Pizza a taglio - Pizza by the slice,b8526928,What does 'Pizza a taglio' mean in English?,Rome,b8526928
"**Pizza al Taglio** is typically served:

- **By the piece (by the slice)**, often to take away.
- It has a **thicker crust** and is cooked in a **large pan**.
- You **point to the piece you want**, and the server cuts it based on your preference (more or less).
- It is **sold by weight**, with prices usually listed **per 100 grams (etto)**.
- The slices are often **stacked like a sandwich** for eating.
- It is commonly eaten **while walking around** (as a quick, cheap meal).
- In Rome, it is **eaten with a fork and knife** (not by hand).","Pizza al Taglio is pizza with a thicker crust, cooked in a large pan. This is served by the piece, usually to take away, and is a good cheap way to get something to fill you up.  Point to the one you want, indicate if you want more or less than your server is indicating with the knife.  It's sold by weight (the listed price is usually per 100 g, known as an etto , short for ettogrammo , i.e. hectogram). This kind of pizza is eaten with the slices stacked on top of each other like a sandwich.",95add660,How is Pizza al Taglio typically served?,Rome,95add660
"In the context of buying **Pizza al Taglio**, **""etto""** stands for **ettogrammo**, which means **hectogram (100 grams)**.

The price of Pizza al Taglio is usually listed per 100 grams (an *etto*).","Pizza al Taglio is pizza with a thicker crust, cooked in a large pan. This is served by the piece, usually to take away, and is a good cheap way to get something to fill you up.  Point to the one you want, indicate if you want more or less than your server is indicating with the knife.  It's sold by weight (the listed price is usually per 100 g, known as an etto , short for ettogrammo , i.e. hectogram). This kind of pizza is eaten with the slices stacked on top of each other like a sandwich.",95add660,What does 'etto' stand for when buying Pizza al Taglio?,Rome,95add660
"To indicate the amount of **Pizza al Taglio** you want, you should:

- **Point to the pizza you want** and let the server know if you'd like **more or less** than what they are indicating with the knife.
- It is **sold by weight**, with prices typically listed **per 100 grams (an ""etto,"" short for *ettogrammo*)**.","Pizza al Taglio is pizza with a thicker crust, cooked in a large pan. This is served by the piece, usually to take away, and is a good cheap way to get something to fill you up.  Point to the one you want, indicate if you want more or less than your server is indicating with the knife.  It's sold by weight (the listed price is usually per 100 g, known as an etto , short for ettogrammo , i.e. hectogram). This kind of pizza is eaten with the slices stacked on top of each other like a sandwich.",95add660,How do you indicate the amount of Pizza al Taglio you want?,Rome,95add660
"The usual price unit for **Pizza al Taglio** is **sold by weight**, typically priced **per 100 grams (etto, short for *ettogrammo*)**.","Pizza al Taglio is pizza with a thicker crust, cooked in a large pan. This is served by the piece, usually to take away, and is a good cheap way to get something to fill you up.  Point to the one you want, indicate if you want more or less than your server is indicating with the knife.  It's sold by weight (the listed price is usually per 100 g, known as an etto , short for ettogrammo , i.e. hectogram). This kind of pizza is eaten with the slices stacked on top of each other like a sandwich.",95add660,What is the usual price unit for Pizza al Taglio?,Rome,95add660
"Based on the **CONTEXT**, here’s how **Pizza al Taglio** is typically eaten:

- It is **served by the piece (by the slice)**, often **to take away**, and is a **cheap, filling option**.
- You **point to the slice you want**, and the server cuts it to your preferred size (often sold **by weight**, e.g., per 100g/""etto"").
- The slices are sometimes **stacked like a sandwich** for easier eating.
- In Rome, it is **eaten with a fork and knife** (Romans typically don’t eat this kind of pizza with their hands).
- It is often **eaten while walking or standing**, especially when bought from a bread shop with no seating.
- Prices are usually **per slice (e.g., ~€2–3.50)**, and it’s common to pair it with a drink like soda or water.

*(Note: Some responses in the context mention unrelated cuisines or locations—those were excluded as they did not pertain to Pizza al Taglio.)*","Pizza al Taglio is pizza with a thicker crust, cooked in a large pan. This is served by the piece, usually to take away, and is a good cheap way to get something to fill you up.  Point to the one you want, indicate if you want more or less than your server is indicating with the knife.  It's sold by weight (the listed price is usually per 100 g, known as an etto , short for ettogrammo , i.e. hectogram). This kind of pizza is eaten with the slices stacked on top of each other like a sandwich.",95add660,How is Pizza al Taglio typically eaten?,Rome,95add660
"Based on the provided **CONTEXT**, the only relevant answer is:

**The Planetarium is conveniently located next to the *Museum of Rome's Civilization (EUR)***.**",Planetarium . This also has an excellent astronomy museum and is conveniently next to the Museum of Rome's Civilization ( EUR ).,312c7af4,What other attraction is located near the Planetarium?,Rome,312c7af4
"Based on the provided **CONTEXT**, the answer is:

**Yes, the Planetarium has an excellent astronomy museum.** It is also conveniently located next to the Museum of Rome's Civilization (EUR).",Planetarium . This also has an excellent astronomy museum and is conveniently next to the Museum of Rome's Civilization ( EUR ).,312c7af4,Is there a museum dedicated to astronomy at the Planetarium?,Rome,312c7af4
"Based on the provided **CONTEXT**, the **Planetarium in Rome is situated in the EUR district**, next to the **Museum of Rome's Civilization**.",Planetarium . This also has an excellent astronomy museum and is conveniently next to the Museum of Rome's Civilization ( EUR ).,312c7af4,Which part of Rome is the Planetarium situated in?,Rome,312c7af4
"Based on the provided **CONTEXT**, the name of the museum next to the **Planetarium** is:

**Museum of Rome's Civilization (EUR)**.",Planetarium . This also has an excellent astronomy museum and is conveniently next to the Museum of Rome's Civilization ( EUR ).,312c7af4,What is the name of the museum next to the Planetarium?,Rome,312c7af4
"Based on the provided **CONTEXT**, there is **no direct information** about whether the **Planetarium in Rome is suitable for kids**.

The only mention of the Planetarium states:
*""Planetarium. This also has an excellent astronomy museum and is conveniently next to the Museum of Rome's Civilization (EUR).""*

Since no details are given about its suitability for children, I **cannot confirm** whether it is kid-friendly. You may need to check additional sources for this information.",Planetarium . This also has an excellent astronomy museum and is conveniently next to the Museum of Rome's Civilization ( EUR ).,312c7af4,Is the Planetarium a suitable place for kids in Rome?,Rome,312c7af4
"Based on the **CONTEXT**, the age group that typically gathers around **Piazza delle Coppelle and Piazza di Pietra** for pre-dinner drinks (*aperitivi*) is:

**""Chic yuppies in their 20s-30s.""**","Pre-dinner drinks ( aperitivi ) accompanied with small hors d'oeuvres (antipasti) are very popular with Romans:
1) chic yuppies in their 20s-30s crowd the area around Piazza delle Coppelle (behind the Parliament) and Piazza di Pietra (near the Chamber of Commerce);
2) younger generations sprawl around the square and streets of Campo de' Fiori ;
3) everyone sits to drink in the narrow streets behind the Pantheon ( Piazza Pasquino and Via del Governo Vecchio ).",384a4da7,What age group typically gathers around Piazza delle Coppelle and Piazza di Pietra for pre-dinner drinks?,Rome,384a4da7
"Based on the provided **CONTEXT**, the area popular among younger generations for pre-dinner drinks is:

**Campo de' Fiori** in Rome, where younger generations gather around the square and streets for *aperitivi* (pre-dinner drinks) with small hors d'oeuvres.","Pre-dinner drinks ( aperitivi ) accompanied with small hors d'oeuvres (antipasti) are very popular with Romans:
1) chic yuppies in their 20s-30s crowd the area around Piazza delle Coppelle (behind the Parliament) and Piazza di Pietra (near the Chamber of Commerce);
2) younger generations sprawl around the square and streets of Campo de' Fiori ;
3) everyone sits to drink in the narrow streets behind the Pantheon ( Piazza Pasquino and Via del Governo Vecchio ).",384a4da7,Which area is popular among younger generations for pre-dinner drinks?,Rome,384a4da7
"Based on the **CONTEXT**, people usually sit to drink in the narrow streets behind the Pantheon in:

**Piazza Pasquino and Via del Governo Vecchio**.","Pre-dinner drinks ( aperitivi ) accompanied with small hors d'oeuvres (antipasti) are very popular with Romans:
1) chic yuppies in their 20s-30s crowd the area around Piazza delle Coppelle (behind the Parliament) and Piazza di Pietra (near the Chamber of Commerce);
2) younger generations sprawl around the square and streets of Campo de' Fiori ;
3) everyone sits to drink in the narrow streets behind the Pantheon ( Piazza Pasquino and Via del Governo Vecchio ).",384a4da7,Where do people usually sit to drink in the narrow streets behind the Pantheon?,Rome,384a4da7
The local term for pre-dinner drinks in Rome is **aperitivi**.,"Pre-dinner drinks ( aperitivi ) accompanied with small hors d'oeuvres (antipasti) are very popular with Romans:
1) chic yuppies in their 20s-30s crowd the area around Piazza delle Coppelle (behind the Parliament) and Piazza di Pietra (near the Chamber of Commerce);
2) younger generations sprawl around the square and streets of Campo de' Fiori ;
3) everyone sits to drink in the narrow streets behind the Pantheon ( Piazza Pasquino and Via del Governo Vecchio ).",384a4da7,What is the local term for pre-dinner drinks in Rome?,Rome,384a4da7
"Based on the **CONTEXT**, the food that accompanies pre-dinner drinks (aperitivi) in Rome includes:

- **Small hors d'oeuvres (antipasti)** served alongside drinks, especially in popular areas like Piazza delle Coppelle, Piazza di Pietra, Campo de' Fiori, and the streets behind the Pantheon.
- **Fried items like baccala (battered salt cod)** as a starter.
- **Fiori di zucca fritti (deep-fried zucchini flowers)** are also mentioned as a typical Roman snack.","Pre-dinner drinks ( aperitivi ) accompanied with small hors d'oeuvres (antipasti) are very popular with Romans:
1) chic yuppies in their 20s-30s crowd the area around Piazza delle Coppelle (behind the Parliament) and Piazza di Pietra (near the Chamber of Commerce);
2) younger generations sprawl around the square and streets of Campo de' Fiori ;
3) everyone sits to drink in the narrow streets behind the Pantheon ( Piazza Pasquino and Via del Governo Vecchio ).",384a4da7,What kind of food accompanies pre-dinner drinks in Rome?,Rome,384a4da7
The name of the salad mentioned in the Rome travel guide is **Puntarelle - Chicory salad**.,Puntarelle - Chicory salad,fb2302ad,What is the name of the salad mentioned in the Rome travel guide?,Rome,fb2302ad
"Yes, chicory is used in a salad in Rome called **Puntarelle**.",Puntarelle - Chicory salad,fb2302ad,Is chicory used in any salad in Rome?,Rome,fb2302ad
**Puntarelle** is a **chicory salad**.,Puntarelle - Chicory salad,fb2302ad,What kind of dish is Puntarelle?,Rome,fb2302ad
"Yes, the specific salad associated with Rome in the guide is **Puntarelle**, which is a **chicory salad**.",Puntarelle - Chicory salad,fb2302ad,Is there a specific salad associated with Rome in the guide?,Rome,fb2302ad
